"Framework","2015-10-1",65
"Framework","2015-12-1",78
"Framework","2016-01-1",111
"Framework","2016-02-1",96
"Framework","2016-03-1",108
"Framework","2016-04-1",114
"Framework","2016-05-1",137
"Framework","2016-06-1",95
"Framework","2016-07-1",147
"Framework","2016-08-1",113
"Framework","2016-09-1",105
"Framework","2016-10-1",137
"Framework","2016-11-1",164
"Framework","2016-12-1",126
"Framework","2017-01-1",156
"Framework","2017-02-1",167
"Framework","2017-03-1",219
"Framework","2017-04-1",196
"Framework","2017-05-1",172
"Framework","2017-06-1",195
"Framework","2017-07-1",251
"Framework","2017-08-1",224
"Framework","2017-09-1",162
"Framework","2017-10-1",194
"Framework","2017-11-1",215
"Framework","2017-12-1",186
"Framework","2018-01-1",243
"Framework","2018-02-1",239
"Framework","2018-03-1",263
"Framework","2018-04-1",311
"Framework","2018-05-1",259
"Framework","2018-06-1",218
"Framework","2018-07-1",274
"Framework","2018-08-1",260
"Framework","2018-09-1",172
"Framework","2018-10-1",226
"Framework","2018-11-1",308
"Algorithm","2008-09-1",2
"Algorithm","2008-10-1",2
"Algorithm","2008-11-1",3
"Algorithm","2008-12-1",1
"Algorithm","2009-01-1",5
"Algorithm","2009-02-1",3
"Algorithm","2009-03-1",2
"Algorithm","2009-04-1",7
"Algorithm","2009-05-1",5
"Algorithm","2009-06-1",3
"Algorithm","2009-07-1",4
"Algorithm","2009-08-1",5
"Algorithm","2009-09-1",2
"Algorithm","2009-10-1",9
"Algorithm","2009-11-1",8
"Algorithm","2009-12-1",7
"Algorithm","2010-01-1",16
"Algorithm","2010-02-1",10
"Algorithm","2010-03-1",17
"Algorithm","2010-04-1",15
"Algorithm","2010-05-1",18
"Algorithm","2010-06-1",17
"Algorithm","2010-07-1",14
"Algorithm","2010-08-1",15
"Algorithm","2010-09-1",10
"Algorithm","2010-10-1",9
"Algorithm","2010-11-1",23
"Algorithm","2010-12-1",12
"Algorithm","2011-01-1",21
"Algorithm","2011-02-1",12
"Algorithm","2011-03-1",23
"Algorithm","2011-04-1",27
"Algorithm","2011-05-1",13
"Algorithm","2011-06-1",18
"Algorithm","2011-07-1",19
"Algorithm","2011-08-1",17
"Algorithm","2011-09-1",30
"Algorithm","2011-10-1",23
"Algorithm","2011-11-1",24
"Algorithm","2011-12-1",21
"Algorithm","2012-01-1",44
"Algorithm","2012-02-1",31
"Algorithm","2012-03-1",28
"Algorithm","2012-04-1",34
"Algorithm","2012-05-1",31
"Algorithm","2012-06-1",32
"Algorithm","2012-07-1",29
"Algorithm","2012-08-1",43
"Algorithm","2012-09-1",36
"Algorithm","2012-10-1",28
"Algorithm","2012-11-1",34
"Algorithm","2012-12-1",40
"Algorithm","2013-01-1",31
"Algorithm","2013-02-1",30
"Algorithm","2013-03-1",42
"Algorithm","2013-04-1",41
"Algorithm","2013-05-1",36
"Algorithm","2013-06-1",39
"Algorithm","2013-07-1",33
"Algorithm","2013-08-1",39
"Algorithm","2013-09-1",37
"Algorithm","2013-10-1",37
"Algorithm","2013-11-1",42
"Algorithm","2013-12-1",52
"Algorithm","2014-01-1",45
"Algorithm","2014-02-1",55
"Algorithm","2014-03-1",55
"Algorithm","2014-04-1",49
"Algorithm","2014-05-1",29
"Algorithm","2014-06-1",34
"Algorithm","2014-07-1",27
"Algorithm","2014-08-1",30
"Algorithm","2014-09-1",29
"Algorithm","2014-10-1",37
"Algorithm","2014-11-1",36
"Algorithm","2014-12-1",39
"Algorithm","2015-01-1",43
"Algorithm","2015-02-1",43
"Algorithm","2015-03-1",38
"Algorithm","2015-04-1",49
"Algorithm","2015-05-1",48
"Algorithm","2015-06-1",46
"Algorithm","2015-07-1",59
"Algorithm","2015-08-1",47
"Algorithm","2015-09-1",35
"Algorithm","2015-10-1",53
"Algorithm","2015-11-1",51
"Algorithm","2015-12-1",53
"Algorithm","2016-01-1",64
"Algorithm","2016-02-1",91
"Algorithm","2016-03-1",82
"Algorithm","2016-04-1",65
"Algorithm","2016-05-1",82
"Algorithm","2016-06-1",70
"Algorithm","2016-07-1",60
"Algorithm","2016-08-1",48
"Algorithm","2016-09-1",54
"Algorithm","2016-10-1",78
"Algorithm","2016-11-1",64
"Algorithm","2016-12-1",65
"Algorithm","2017-01-1",83
"Algorithm","2017-02-1",87
"Algorithm","2017-03-1",88
"Algorithm","2017-04-1",68
"Algorithm","2017-05-1",83
"Algorithm","2017-06-1",107
"Algorithm","2017-07-1",118
"Algorithm","2017-08-1",105
"Algorithm","2017-09-1",89
"Algorithm","2017-10-1",68
"Algorithm","2017-11-1",74
"Algorithm","2017-12-1",61
"Algorithm","2018-01-1",83
"Algorithm","2018-02-1",90
"Algorithm","2018-03-1",131
"Algorithm","2018-04-1",121
"Algorithm","2018-05-1",128
"Algorithm","2018-06-1",89
"Algorithm","2018-07-1",101
"Algorithm","2018-08-1",94
"Algorithm","2018-09-1",87
"Algorithm","2018-10-1",120
"Algorithm","2018-11-1",154
"Algorithm","2018-12-1",4
"Area","2009-01-1",1
"Area","2009-02-1",1
"Area","2009-04-1",2
"Area","2009-05-1",1
"Area","2009-08-1",2
"Area","2009-10-1",1
"Area","2009-11-1",3
"Area","2009-12-1",1
"Area","2010-01-1",1
"Area","2010-02-1",2
"Area","2010-03-1",4
"Area","2010-04-1",7
"Area","2010-05-1",3
"Area","2010-06-1",3
"Area","2010-07-1",3
"Area","2010-08-1",3
"Area","2010-09-1",4
"Area","2010-10-1",3
"Area","2010-11-1",3
"Area","2010-12-1",2
"Area","2011-01-1",2
"Area","2011-02-1",2
"Area","2011-03-1",4
"Area","2011-04-1",3
"Area","2011-05-1",2
"Area","2011-06-1",2
"Area","2011-07-1",3
"Area","2011-08-1",4
"Area","2011-09-1",5
"Area","2011-10-1",4
"Area","2011-11-1",8
"Area","2011-12-1",13
"Area","2012-01-1",7
"Area","2012-02-1",5
"Area","2012-03-1",7
"Area","2012-04-1",6
"Area","2012-05-1",11
"Area","2012-06-1",9
"Area","2012-07-1",14
"Area","2012-08-1",17
"Area","2012-09-1",14
"Area","2012-10-1",10
"Area","2012-11-1",22
"Area","2012-12-1",10
"Area","2013-01-1",14
"Area","2013-02-1",7
"Area","2013-03-1",17
"Area","2013-04-1",18
"Area","2013-05-1",16
"Area","2013-06-1",12
"Area","2013-07-1",19
"Area","2013-08-1",13
"Area","2013-09-1",18
"Area","2013-10-1",18
"Area","2013-11-1",13
"Area","2013-12-1",22
"Area","2014-01-1",15
"Area","2014-02-1",19
"Area","2014-03-1",20
"Area","2014-04-1",26
"Area","2014-05-1",22
"Area","2014-06-1",18
"Area","2014-07-1",14
"Area","2014-08-1",7
"Area","2014-09-1",22
"Area","2014-10-1",34
"Area","2014-11-1",8
"Area","2014-12-1",21
"Area","2015-01-1",24
"Area","2015-02-1",26
"Area","2015-03-1",27
"Area","2015-04-1",44
"Area","2015-05-1",34
"Area","2015-06-1",30
"Area","2015-07-1",25
"Area","2015-08-1",22
"Area","2015-09-1",37
"Area","2015-10-1",20
"Area","2015-11-1",29
"Area","2015-12-1",28
"Area","2016-01-1",45
"Area","2016-02-1",37
"Area","2016-03-1",34
"Area","2016-04-1",46
"Area","2016-05-1",63
"Area","2016-06-1",36
"Area","2016-07-1",57
"Area","2016-08-1",49
"Area","2016-09-1",38
"Area","2016-10-1",51
"Area","2016-11-1",58
"Area","2016-12-1",54
"Area","2017-01-1",58
"Area","2017-02-1",63
"Area","2017-03-1",83
"Area","2017-04-1",52
"Area","2017-05-1",62
"Area","2017-06-1",74
"Area","2017-07-1",73
"Area","2017-08-1",70
"Area","2017-09-1",59
"Area","2017-10-1",74
"Area","2017-11-1",59
"Area","2017-12-1",58
"Area","2018-01-1",92
"Area","2018-02-1",85
"Area","2018-03-1",100
"Area","2018-04-1",112
"Area","2018-05-1",107
"Area","2018-06-1",80
"Area","2018-07-1",82
"Area","2018-08-1",86
"Area","2018-09-1",53
"Area","2018-10-1",82
"Area","2018-11-1",93
"Area","2018-12-1",5
